"Year","StateAbbr","StateDesc","CountyName","CountyFIPS","LocationName","DataSource","Category","Measure","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","TotalPopulation","TotalPop18plus","Geolocation","LocationID","CategoryID","MeasureId","DataValueTypeID","Short_Question_Text"
"2023","DC","District of Columbia","District of Columbia","11001","11001008904","BRFSS","Health-Related Social Needs","Lack of social and emotional support among adults","%","Crude prevalence","27.8",,,"23.6","32.0","3,137","2,455","POINT (-76.9748514 38.9009808)","11001008904","SOCLNEED","EMOTIONSPT","CrdPrv","Lack of Social/Emotional Support"
"2023","DC","District of Columbia","District of Columbia","11001","11001001804","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults","%","Crude prevalence","6.0",,,"5.1","6.9","5,500","4,129","POINT (-77.0304334 38.9670945)","11001001804","HLTHOUT","COPD","CrdPrv","COPD"
"2023","DC","District of Columbia","District of Columbia","11001","11001001004","BRFSS","Health Risk Behaviors","No leisure-time physical activity among adults","%","Crude prevalence","10.9",,,"8.4","13.7","4,480","3,529","POINT (-77.0853886 38.9487665)","11001001004","RISKBEH","LPA","CrdPrv","Physical Inactivity"
"2023","DC","District of Columbia","District of Columbia","11001","11001006400","BRFSS","Health Outcomes","Cancer (non-skin) or melanoma among adults","%","Crude prevalence","4.6",,,"4.2","5.1","2,481","2,042","POINT (-77.0114342 38.8688572)","11001006400","HLTHOUT","CANCER","CrdPrv","Cancer (non-skin) or Melanoma"
"2023","DC","District of Columbia","District of Columbia","11001","11001004802","BRFSS","Health-Related Social Needs","Housing insecurity in the past 12 months among adults","%","Crude prevalence","9.7",,,"7.8","11.9","3,634","3,180","POINT (-77.0188917 38.9062118)","11001004802","SOCLNEED","HOUSINSECU","CrdPrv","Housing Insecurity"
"2023","DC","District of Columbia","District of Columbia","11001","11001005802","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults","%","Crude prevalence","2.6",,,"2.3","3.0","2,145","2,058","POINT (-77.0265766 38.8979674)","11001005802","HLTHOUT","COPD","CrdPrv","COPD"
"2023","DC","District of Columbia","District of Columbia","11001","11001004901","BRFSS","Health-Related Social Needs","Utility services shut-off threat in the past 12 months among adults","%","Crude prevalence","7.3",,,"6.0","9.0","3,380","2,925","POINT (-77.0244761 38.9113296)","11001004901","SOCLNEED","SHUTUTILITY","CrdPrv","Utility Services Threat"
"2023","DC","District of Columbia","District of Columbia","11001","11001007100","BRFSS","Health-Related Social Needs","Food insecurity in the past 12 months among adults","%","Crude prevalence","20.0",,,"15.9","24.6","3,218","2,648","POINT (-76.986838 38.8771811)","11001007100","SOCLNEED","FOODINSECU","CrdPrv","Food Insecurity"
"2023","DC","District of Columbia","District of Columbia","11001","11001009503","BRFSS","Health Outcomes","Diagnosed diabetes among adults","%","Crude prevalence","11.6",,,"9.9","13.4","3,106","2,532","POINT (-76.9845276 38.9434458)","11001009503","HLTHOUT","DIABETES","CrdPrv","Diabetes"
"2023","DC","District of Columbia","District of Columbia","11001","11001001304","BRFSS","Disability","Cognitive disability among adults","%","Crude prevalence","8.1",,,"6.9","9.6","4,018","3,831","POINT (-77.0554702 38.9367508)","11001001304","DISABLT","COGNITION","CrdPrv","Cognitive Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001001500","BRFSS","Prevention","Taking medicine to control high blood pressure among adults with high blood pressure","%","Crude prevalence","78.7",,,"75.5","81.8","6,156","4,542","POINT (-77.0558797 38.9741576)","11001001500","PREVENT","BPMED","CrdPrv","High Blood Pressure Medication"
"2023","DC","District of Columbia","District of Columbia","11001","11001003000","BRFSS","Health Outcomes","High cholesterol among adults who have ever been screened","%","Crude prevalence","28.9",,,"25.3","33.0","3,561","3,032","POINT (-77.0299525 38.9288689)","11001003000","HLTHOUT","HIGHCHOL","CrdPrv","High Cholesterol"
"2022","DC","District of Columbia","District of Columbia","11001","11001009700","BRFSS","Health Risk Behaviors","Short sleep duration among adults","%","Crude prevalence","42.5",,,"36.4","48.7","3,188","2,414","POINT (-76.9870248 38.8354183)","11001009700","RISKBEH","SLEEP","CrdPrv","Short Sleep Duration"
"2023","DC","District of Columbia","District of Columbia","11001","11001007903","BRFSS","Health-Related Social Needs","Food insecurity in the past 12 months among adults","%","Crude prevalence","17.9",,,"14.2","22.0","1,865","1,509","POINT (-76.9743021 38.8964252)","11001007903","SOCLNEED","FOODINSECU","CrdPrv","Food Insecurity"
"2023","DC","District of Columbia","District of Columbia","11001","11001007803","BRFSS","Disability","Self-care disability among adults","%","Crude prevalence","6.5",,,"5.5","7.7","4,590","3,540","POINT (-76.9407751 38.8962674)","11001007803","DISABLT","SELFCARE","CrdPrv","Self-care Disability"
"2022","DC","District of Columbia","District of Columbia","11001","11001005502","BRFSS","Health Outcomes","All teeth lost among adults aged >=65 years","%","Crude prevalence","4.3",,,"3.5","5.2","2,968","2,816","POINT (-77.0463615 38.9101768)","11001005502","HLTHOUT","TEETHLOST","CrdPrv","All Teeth Lost"
"2023","DC","District of Columbia","District of Columbia","11001","11001001600","BRFSS","Health Outcomes","Arthritis among adults","%","Crude prevalence","23.7",,,"20.5","27.0","4,471","3,466","POINT (-77.0382324 38.9849725)","11001001600","HLTHOUT","ARTHRITIS","CrdPrv","Arthritis"
"2023","DC","District of Columbia","District of Columbia","11001","11001009601","BRFSS","Health Risk Behaviors","Current cigarette smoking among adults","%","Crude prevalence","15.2",,,"12.0","18.4","2,086","1,553","POINT (-76.9490606 38.90913)","11001009601","RISKBEH","CSMOKING","CrdPrv","Current Cigarette Smoking"
"2022","DC","District of Columbia","District of Columbia","11001","11001002801","BRFSS","Prevention","Colorectal cancer screening among adults aged 45–75 years","%","Crude prevalence","67.8",,,"63.1","72.0","4,398","3,721","POINT (-77.0345166 38.9349477)","11001002801","PREVENT","COLON_SCREEN","CrdPrv","Colorectal Cancer Screening"
"2022","DC","District of Columbia","District of Columbia","11001","11001004801","BRFSS","Prevention","Mammography use among women aged 50-74 years","%","Crude prevalence","76.9",,,"70.5","82.4","2,820","2,585","POINT (-77.0195344 38.9117413)","11001004801","PREVENT","MAMMOUSE","CrdPrv","Mammography"
"2023","DC","District of Columbia","District of Columbia","11001","11001004902","BRFSS","Disability","Cognitive disability among adults","%","Crude prevalence","9.4",,,"8.0","11.2","3,449","3,022","POINT (-77.0243932 38.9058867)","11001004902","DISABLT","COGNITION","CrdPrv","Cognitive Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001005602","BRFSS","Health-Related Social Needs","Housing insecurity in the past 12 months among adults","%","Crude prevalence","5.8",,,"4.7","7.1","4,100","3,946","POINT (-77.0554558 38.8988888)","11001005602","SOCLNEED","HOUSINSECU","CrdPrv","Housing Insecurity"
"2023","DC","District of Columbia","District of Columbia","11001","11001009802","BRFSS","Health Outcomes","Depression among adults","%","Crude prevalence","23.7",,,"19.8","28.3","2,064","1,375","POINT (-76.9965578 38.8307312)","11001009802","HLTHOUT","DEPRESSION","CrdPrv","Depression"
"2023","DC","District of Columbia","District of Columbia","11001","11001003301","BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence","20.8",,,"16.2","26.3","3,824","3,325","POINT (-77.0114293 38.9204778)","11001003301","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2023","DC","District of Columbia","District of Columbia","11001","11001000400","BRFSS","Health Outcomes","High cholesterol among adults who have ever been screened","%","Crude prevalence","39.2",,,"35.0","43.7","1,643","1,410","POINT (-77.0649214 38.9227989)","11001000400","HLTHOUT","HIGHCHOL","CrdPrv","High Cholesterol"
"2023","DC","District of Columbia","District of Columbia","11001","11001000101","BRFSS","Health-Related Social Needs","Utility services shut-off threat in the past 12 months among adults","%","Crude prevalence","2.7",,,"2.3","3.3","1,406","1,288","POINT (-77.0547765 38.9076994)","11001000101","SOCLNEED","SHUTUTILITY","CrdPrv","Utility Services Threat"
"2023","DC","District of Columbia","District of Columbia","11001","11001001303","BRFSS","Health-Related Social Needs","Lack of social and emotional support among adults","%","Crude prevalence","17.8",,,"15.2","20.8","3,763","3,449","POINT (-77.0589323 38.9446266)","11001001303","SOCLNEED","EMOTIONSPT","CrdPrv","Lack of Social/Emotional Support"
"2023","DC","District of Columbia","District of Columbia","11001","11001005003","BRFSS","Disability","Independent living disability among adults","%","Crude prevalence","4.8",,,"3.9","6.2","2,143","2,058","POINT (-77.0307609 38.9074041)","11001005003","DISABLT","INDEPLIVE","CrdPrv","Independent Living Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001006900","BRFSS","Health Status","Frequent mental distress among adults","%","Crude prevalence","11.3",,,"10.0","13.0","2,799","2,294","POINT (-76.9873112 38.8836933)","11001006900","HLTHSTAT","MHLTH","CrdPrv","Frequent Mental Distress"
"2023","DC","District of Columbia","District of Columbia","11001","11001001803","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence","4.5",,,"4.1","5.0","4,102","3,066","POINT (-77.0419173 38.9672412)","11001001803","HLTHOUT","STROKE","CrdPrv","Stroke"
"2023","DC","District of Columbia","District of Columbia","11001","11001005202","BRFSS","Health-Related Social Needs","Food insecurity in the past 12 months among adults","%","Crude prevalence","5.4",,,"4.4","6.5","3,408","3,167","POINT (-77.0344946 38.911127)","11001005202","SOCLNEED","FOODINSECU","CrdPrv","Food Insecurity"
"2023","DC","District of Columbia","District of Columbia","11001","11001007201","BRFSS","Health Risk Behaviors","Current cigarette smoking among adults","%","Crude prevalence","5.0",,,"3.9","6.6","2,985","2,786","POINT (-76.9999179 38.8738481)","11001007201","RISKBEH","CSMOKING","CrdPrv","Current Cigarette Smoking"
"2023","DC","District of Columbia","District of Columbia","11001","11001004401","BRFSS","Health Outcomes","Diagnosed diabetes among adults","%","Crude prevalence","3.2",,,"2.8","3.7","3,430","3,236","POINT (-77.0282129 38.9186825)","11001004401","HLTHOUT","DIABETES","CrdPrv","Diabetes"
"2023","DC","District of Columbia","District of Columbia","11001","11001007901","BRFSS","Disability","Vision disability among adults","%","Crude prevalence","6.4",,,"5.3","7.6","4,148","3,165","POINT (-76.9804319 38.8965543)","11001007901","DISABLT","VISION","CrdPrv","Vision Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001002201","BRFSS","Health Outcomes","High cholesterol among adults who have ever been screened","%","Crude prevalence","33.8",,,"29.7","38.3","3,485","2,755","POINT (-77.0232932 38.9491337)","11001002201","HLTHOUT","HIGHCHOL","CrdPrv","High Cholesterol"
"2023","DC","District of Columbia","District of Columbia","11001","11001007203","BRFSS","Health Outcomes","Coronary heart disease among adults","%","Crude prevalence","1.8",,,"1.6","2.0","3,748","3,307","POINT (-76.9994857 38.8781777)","11001007203","HLTHOUT","CHD","CrdPrv","Coronary Heart Disease"
"2023","DC","District of Columbia","District of Columbia","11001","11001009204","BRFSS","Health Status","Fair or poor self-rated health status among adults","%","Crude prevalence","24.7",,,"21.3","28.3","2,889","2,225","POINT (-76.9987071 38.9234161)","11001009204","HLTHSTAT","GHLTH","CrdPrv","General Health"
"2022","DC","District of Columbia","District of Columbia","11001","11001003901","BRFSS","Health Risk Behaviors","Short sleep duration among adults","%","Crude prevalence","26.9",,,"22.1","32.0","2,598","2,428","POINT (-77.0401076 38.9254851)","11001003901","RISKBEH","SLEEP","CrdPrv","Short Sleep Duration"
"2023","DC","District of Columbia","District of Columbia","11001","11001006802","BRFSS","Disability","Cognitive disability among adults","%","Crude prevalence","9.5",,,"7.8","11.4","2,580","2,055","POINT (-76.9814483 38.8832158)","11001006802","DISABLT","COGNITION","CrdPrv","Cognitive Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001007804","BRFSS","Disability","Vision disability among adults","%","Crude prevalence","10.8",,,"9.0","12.6","3,499","2,674","POINT (-76.9313427 38.8942107)","11001007804","DISABLT","VISION","CrdPrv","Vision Disability"
"2022","DC","District of Columbia","District of Columbia","11001","11001007408","BRFSS","Prevention","Colorectal cancer screening among adults aged 45–75 years","%","Crude prevalence","57.4",,,"52.2","62.5","2,867","1,884","POINT (-76.9706266 38.8525662)","11001007408","PREVENT","COLON_SCREEN","CrdPrv","Colorectal Cancer Screening"
"2023","DC","District of Columbia","District of Columbia","11001","11001002201","BRFSS","Disability","Self-care disability among adults","%","Crude prevalence","2.9",,,"2.4","3.5","3,485","2,755","POINT (-77.0232932 38.9491337)","11001002201","DISABLT","SELFCARE","CrdPrv","Self-care Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001001003","BRFSS","Health Status","Frequent mental distress among adults","%","Crude prevalence","10.4",,,"8.9","11.9","3,111","2,257","POINT (-77.0930741 38.9492362)","11001001003","HLTHSTAT","MHLTH","CrdPrv","Frequent Mental Distress"
"2022","DC","District of Columbia","District of Columbia","11001","11001002302","BRFSS","Prevention","Mammography use among women aged 50-74 years","%","Crude prevalence","79.6",,,"73.5","84.8","1,762","1,495","POINT (-77.0095843 38.934127)","11001002302","PREVENT","MAMMOUSE","CrdPrv","Mammography"
"2023","DC","District of Columbia","District of Columbia","11001","11001009301","BRFSS","Health Risk Behaviors","Current cigarette smoking among adults","%","Crude prevalence","8.2",,,"6.7","10.0","3,853","3,104","POINT (-76.9864892 38.9307613)","11001009301","RISKBEH","CSMOKING","CrdPrv","Current Cigarette Smoking"
"2023","DC","District of Columbia","District of Columbia","11001","11001000902","BRFSS","Health Outcomes","Diagnosed diabetes among adults","%","Crude prevalence","6.2",,,"5.3","7.2","2,317","1,731","POINT (-77.1077517 38.9285125)","11001000902","HLTHOUT","DIABETES","CrdPrv","Diabetes"
"2023","DC","District of Columbia","District of Columbia","11001","11001007403","BRFSS","Health Outcomes","Depression among adults","%","Crude prevalence","25.7",,,"21.8","30.2","2,613","1,698","POINT (-76.9743805 38.8484714)","11001007403","HLTHOUT","DEPRESSION","CrdPrv","Depression"
"2023","DC","District of Columbia","District of Columbia","11001","11001000703","BRFSS","Health Outcomes","Cancer (non-skin) or melanoma among adults","%","Crude prevalence","14.1",,,"12.8","15.4","3,022","2,742","POINT (-77.0790462 38.9290941)","11001000703","HLTHOUT","CANCER","CrdPrv","Cancer (non-skin) or Melanoma"
"2023","DC","District of Columbia","District of Columbia","11001","11001000904","BRFSS","Health Outcomes","High cholesterol among adults who have ever been screened","%","Crude prevalence","42.3",,,"37.8","47.1","3,148","2,405","POINT (-77.1036767 38.9366243)","11001000904","HLTHOUT","HIGHCHOL","CrdPrv","High Cholesterol"
"2023","DC","District of Columbia","District of Columbia","11001","11001008803","BRFSS","Health-Related Social Needs","Received food stamps in the past 12 months among adults","%","Crude prevalence","16.9",,,"13.0","21.1","4,036","3,569","POINT (-76.9913622 38.9104603)","11001008803","SOCLNEED","FOODSTAMP","CrdPrv","Food Stamps"
